candidate,sentiment,text,tweet_coord
Donald Trump,Negative,"#HalffullHalfMT? @FoxNews moderators prep #GOPDebate 4whats coming? Abc nbc CNBC cnn  willB more Nasty, #youvebeentargeted @realDonaldTrump",
Donald Trump,Positive,"RT @becca0mae: I don't know who won the debate, but @Writeintrump definitely won the award for ""best #GOPDebate live tweeting""",
Donald Trump,Neutral,"#GOPDebate  The order was to ""take out Trump"", but I wonder if FOX News was the one who took the ""order"" seriously. @HeidiL_RN",
Donald Trump,Negative,RT @ThePatriot143: Let me help @FoxNews they wanted proof from Trump RE: Illegal Mexican Criminals #GOPDebate http://t.co/6yqBHhngsE http:/äó_,
Donald Trump,Neutral,RT @palmaceiahome1: Rush Limbaugh seems to think #FoxNews did a hit job on Trump. #GOPDebate,
Marco Rubio,Negative,"RT @JillStanek: ""I think future generations will look back and call us barbarians for killing millions of babies."" ~@MarcoRubio #GOPDebate äó_",
Marco Rubio,Positive,RT @lilwolf30: Rubio has spoken the #truth! #WakeUpAmerica #GOPDebate http://t.co/Cl2BuZXQYZ,
John Kasich,Neutral,"WSJThinkTank: RT rentamob: In #GOPDebate, John Kasich showed himself to be an alternative to Jeb Bush, says LindaJKillian:  äó_",
Donald Trump,Neutral,"Oooh, so Fox News also doesn't want Trump to be president. #GOPDebate",
Donald Trump,Negative,"RT @MSchmidtRTD: Va. GOP leaders praise debate performances. Trump's, not so much. http://t.co/Ul5pgAq4UH #Election2016 #GOPDebate",
Ted Cruz,Positive,"@SteveDeaceShow
Since Ronald Reagan, @tedcruz is definitely the nominee #Conservatives have been waiting for!
#tcot
#GOPDebate
#CruzCrew",
Donald Trump,Negative,"RT @_HankRearden: Well, so much for Krauthammer's theory about the 'collapse of Trump' lol. #GOPDebate #Trump2016 http://t.co/xtMDUbZGnj",
Donald Trump,Positive,"RT @DanScavino: 2015 #GOPDebate Winner?
Time has @realDonaldTrump leading with 42%. 
#Trump2016 #MakeAmericaGreatAgain _ôˆ__ôˆŸ http://t.co/dOckSäó_",
Donald Trump,Negative,@realDonaldTrump has issues with women 4 ex wives &amp; a daughter -Obama has 2 daughters 1 wife &amp; is Very Respectful #gopdebate #msnbc #cnn,
Marco Rubio,Positive,"I was pretty impressed by Rubio, Kasich, and Cruz in the primetime debate last night. #GOPDebate",
Donald Trump,Neutral,"Finally watched the #GOPDebate, freakin' hilarious. Kelly killed it, and Trump definitely got his showboat. Was there anyone else there?",
Donald Trump,Negative,RT @stephenmengland: Just read @realDonaldTrump's early morning Twitter rants. . .there are reasons why it's not recommended to mix drugs aäó_,
Donald Trump,Negative,"I'm quite certain that the @realDonaldTrump is working for @HillaryClinton. It is his mission to get her elected.
#GOPDebate",
Donald Trump,Positive,RT @blondieforkeeps: @Koolmoe21 I want a #trump for president shirt!!! #GOPDebate,
Donald Trump,Neutral,"RT @larryelder: Trump SHOULD have said, ""If that's how you wish to begin, ask these gentlemen will THEY support ME when I win the nominatioäó_",
Donald Trump,Positive,RT @rabite: The winner is clear: @realDonaldTrump #GOPDebate http://t.co/w2gxqowO4P,
Donald Trump,Positive,RT @JaxT0520: Done with @FoxNews after last nights #GOPDebate @megynkelly showed her true colors but @realDonaldTrump shined! #Trump2016,
Ted Cruz,Positive,#GOPDebate: Ted Cruzäó»s Precious Daughters Steal The Show: There were certainly someŒæäóìdid they really just say ... http://t.co/jzlh4Lrzh4,
Donald Trump,Negative,RT @lesleyabravanel: My girl Hillary Clinton whips and nae naes like nobody's business. That's why Trump had to pay her to come to his weddäó_,
Donald Trump,Negative,Absolutely terrifying. #Trump #GOPDebate http://t.co/m2leGhw8fJ,
John Kasich,Positive,Kasich making a better showing so far than I thought he would #GOPDebate,
Donald Trump,Negative,How dare @megynkelly ask @realDonaldTrump his history of being a male chauvinist! Do we expect our president to have integrity?! #GOPDebate,
Donald Trump,Negative,"RT @clairechansen: Hey Trump, refraining calling women ""fat pigs"" and ""whores"" isn't being politically correct, it's being a decent human. äó_",
Donald Trump,Neutral,RT @samugranados: Robert Costa / David Weigel breaking down the #GOPdebate in this neat presentation by @Tan_Shelly  @SethBlanchard http://äó_,
Donald Trump,Negative,"RT @monaeltahawy: And was cheered! Shame, #GOPDebate: Trump responds to Megyn Kelly's questions on misogyny äóñ with more misogyny http://t.cäó_",
Marco Rubio,Neutral,RT @TheBaxterBean: Marco Rubio Plans To Help Wall Street Profit Off College Students' Future Earnings http://t.co/KowXcW9IbC #GOPDebate httäó_,
Ted Cruz,Positive,"@CarlyFiorina Magnificent at the first #GOPDebate. I support Ted Cruz as POTUS, but would support you as running mate or POTUS. HONESTY!",
Marco Rubio,Negative,RT @einial: Did Rubio's ears get bigger during this debate? #GOPDebate,
John Kasich,Neutral,"Kasich/Williams 2016
#GOPDebate http://t.co/qdDoqyX0IP",
Donald Trump,Neutral,RT @DanScavino: ICYMI: @realDonaldTrump on @Morning_Joe @morningmika discussing #GOPDebate #Trump2016 #MakeAmericaGreatAgain  https://t.co/äó_,
Donald Trump,Negative,"Early2000s: I did political theater w/""Billionaires for Bush (or Gore)"" re corruption of $ in politics. #GOPDebate Trump: ""I buy 'em all!""",
Donald Trump,Negative,RT @BBCJonSopel: Listening to Donald #Trump2016 you get impression he could start a fight in an empty room #GOPDebate,
Donald Trump,Negative,"RT @TheFriddle: I miss the days when conservatives wanted a @GOP Presidential candidate who was, you know, a conservative... #Trump #GOPDebäó_",
Donald Trump,Negative,"RT @k_mcq: Megyn Kelly on Trump: äóìHe canäó»t just keep just going after everyone attacks him!äóù Yes, he can, Ms. ""Iäó»m Offended!"" Feminist. #GOäó_",
John Kasich,Negative,"RT @FreedomJames7: John Kasich Is A RINO.
#GOPDebate",
Donald Trump,Neutral,RT @LeticiaEstrada: Did anyone see this last night #gopdebate #trump https://t.co/aU20dYdoWh,
Donald Trump,Neutral,@TheRightScoop well @FrankLuntz focus group certainly doesn't match today's #GOPDebate polls,
Donald Trump,Neutral,"RT @fakedansavage: Trump: ""If I'm the nominee, I will not run as an independent."" #GOPDebate",
Donald Trump,Negative,RT @PersianPolitik: @woodruffbets @thedailybeast And you just proved @realDonaldTrump point on bad journalists from the #GOPDebate can't eväó_,
Donald Trump,Negative,"RT @ChadHastyRadio: Really, the only people who seem upset with @BretBaier &amp; @megynkelly &amp; FOX are the people who backed Trump. #GOPDebate",
Donald Trump,Negative,"I don't agree with @megynkelly but she is by no means a bimbo, #DonaldTrump.
As a woman, I find Trump's comments disgusting.
#GOPDebate",
Donald Trump,Negative,"I mean, why should it matter if the questions were unfair? You didn't bother answering them anyway @realDonaldTrump #GOPDebate",
John Kasich,Positive,"Debate Preformances:
Kasich A-
Rubio A-
Carson B+
Christie B+
Trump B
Bush B
Cruz B-
Huckabee B-
Paul C+
Walker C
#GOPDebate #Kasich #Rubio",
Donald Trump,Neutral,RT @WND_TXT: #Trump is a man  who is Substance.A fighter.The Intellectual Class will never be able to understand a hands on person like Truäó_,
Donald Trump,Neutral,Donald Trump Clashes With Megyn Kelly During #GOPDebate  (Video)   https://t.co/k8h5CZrYMW,
Donald Trump,Negative,"After #GOPDebate, @realDonaldTrump still #1 with Twitter but loosing ground. http://t.co/tXiMY82SOQ http://t.co/cVclcb6UBM",
Donald Trump,Neutral,@joshtpm #GOPDebate https://t.co/AyxbtXwsKR äó_ Money Can't Buy Me Love? Or Can It? -D Trump #Quote,
Donald Trump,Negative,RT @TamaraCG: My new favorite gif is perfect. #GOPDebate http://t.co/uKdZ8O85Av,
Donald Trump,Negative,"RT @TheMattFowler: äóìMr. Trump, this next question is for you. Please explain this pathetic taking of the Stone Cold Stunneräóù #GOPDebate httäó_",
Donald Trump,Negative,"RT @AmyMek: The ONLY way @realDonaldTrump will ever be treated fairly by the media -&gt; 
#GOPDebate http://t.co/5wYduo9v2K",
Donald Trump,Negative,@realDonaldTrump hires actors for his announcement. How many did he pay to click the @DRUDGE_REPORT survey ? #GOPDebate #Trump,
Donald Trump,Negative,"RT @theLadyGrantham: Don't be Donald Trump dear, it's very middle class. #GOPDebate",
Donald Trump,Negative,#GOPdebate: Trump trumps Trump. @realDonaldTrump was biggest loser.    http://t.co/I4T3C2GMZO via @SFGate,
Marco Rubio,Negative,RT @TheBaxterBean: Marco Rubio: Constitutional Right To Choose Was 'Egregiously Flawed Decision' http://t.co/U63WRh7mXN #GOPDebate http://täó_,
Donald Trump,Negative,"I know the audience erupted last night re: @realDonaldTrump and Rosie line of ques, but how could you want that guy for a Prez? #GOPDebate",
Marco Rubio,Positive,Winners of #GOPDebate Sen. @MarcoRubio &amp; Former @HP CEO @CarlyFiorina by far best Republican Presidential Candidates http://t.co/v9QDpMpkK4,
Donald Trump,Negative,"'Political Correctness' is a vile term, and people who invoke it as a slur are cowards. #GOPDebate http://t.co/n8pu1zOVBh",
Donald Trump,Negative,RT @JRehling: #GOPDebate Donald Trump is what Bruce Wayne would have turned into if his parents lived.,
Donald Trump,Negative,"American women take note: When @@realDonaldTrump justified his piggish attacks on women at the #GOPDebate, not 1 man on stage called him out",
Donald Trump,Neutral,"@realDonaldTrump got ""trumped"" by @megynkelly #GOPDebate",
Ted Cruz,Neutral,"RT @mydaughtersarmy: The debate has been hard on Ted Cruz.
#GOPDebate http://t.co/9hmr7Num6N",
Donald Trump,Negative,RT @KEEMSTARx: The black guy is smart as fuck! #GOPDebate Trump should make him his VP.,
Donald Trump,Negative,@megynkelly U disappointed me in last night's #GOPDebate. U should've asked @realDonaldTrump Q's that are pertinent 2 duties of a President.,
Donald Trump,Negative,"RT @WhineNot: Rush: ""Not one of the 9 other candidates on the stage joined Megan Kelly in going after Donald Trump"" #GOPDebate",
John Kasich,Negative,John Kasich seems like a decent guy. Pity he's a republican. #GOPDebate,
Ted Cruz,Positive,RT @RMConservative: Cruz's line about #CampaignConservative cuts 2 the core of the issue with GOP &amp; also the shortcomings of #GOPDebate httäó_,
Donald Trump,Negative,"""[Trump] has no integrity, no character, and no principles, and he's proud of it."" - @MattWalshBlog
Agreed 
#GOPDebate #Trump",
Donald Trump,Negative,"#gopdebate the fix was in from the get-go.First off, Question about pledging support should have been addressed directly 2 @realDonaldTrump",
Donald Trump,Negative,"RT @KoryStamper: Lookups! ""Misogynist"" spiking @MerriamWebster (http://t.co/k7RBb12RLC). Trump, women, and the #GOPDebate: http://t.co/yXsjäó_",
Marco Rubio,Positive,"RT @marcorubio: .@Skye820 If we're going to make this an American Century, we've got to empower small businesses. Thanks for your question äó_",
Donald Trump,Neutral,I saw @megynkelly reach down and scratch her balls once after she picked about her 10th fight with @realDonaldTrump #GOPDebate #tcot,
Donald Trump,Negative,RT äóì@TeaTraitors: #GOPDebate was still Clown Show! I'm glad Head Clown Trump helping destroy GOP. http://t.co/pRy2QPCWfuäóùäóù,
Donald Trump,Negative,"You must admit, @realDonaldTrump throws #shade like #RHOA LOL! _ôÖ‰_ôÖ‰_ôÖ‰ #GOPDebate  https://t.co/c9LUq1dwW3",
Donald Trump,Neutral,"RT @MolonLabe1776us: This is how last night should have looked...
@megynkelly @BretBaier #GOPDebate #TCOT @realDonaldTrump http://t.co/K2TKäó_",
Donald Trump,Negative,"RT @pillary56: There's a difference between not being politically correct and being a massive jerk, Mr. Trump #GOPDebate",
John Kasich,Negative,My thoughts: Perry and Fiorina must replace Paul and Kasich in the top ten. Jindal needs to step it up and replace Christie. #GOPDebate,
Marco Rubio,Positive,"RT @marcorubio: If I'm our nominee, we'll be the party of the future. #GOPDebate",
Ted Cruz,Positive,"@SenTedCruz had best answer of night in response to immigration. Its not stupidity, it is how both sides want it.  #GOPDebate",
Marco Rubio,Positive,Interesting #GOPDebate analysis. @marcorubio clearly excelled as conservative leader we need. Go @TeamMarco! #tcot https://t.co/pve8wuodke,
Donald Trump,Negative,@krauthammer Sorry the downfall of Trump in last nights debate is greatly exaggerated #GOPDebate,
Donald Trump,Negative,"@realDonaldTrump's arrogance at the #GOPDebate: ""Iäó»ve used the laws of the country to my advantage."" #NotThatGuy http://t.co/Rjtjr9iOAC",
Ted Cruz,Neutral,18 hours later looking back: My biggest gaffe of the #GOPDebate was repeatedly tagging Victor Cruz (@TeamVic) instead of Ted Cruz (@tedcruz),
Donald Trump,Negative,"I'd like to thank the other 9 candidates at the #GOPDebate who took Trump to task for once again trying to #FatShame @Rosie. But, I can't...",
Donald Trump,Neutral,RT @NumbersMuncher: Donald Trump is the guy who flips the Risk board over once he realizes he can't overtake Asia. #GOPDebate,
Donald Trump,Negative,"Donald Trump, Democratic Spy? http://t.co/8N9MvTKN4u @realDonaldTrump @SenSanders #trump #DonaldTrump #Hillary2016 #GOPDebate",
Donald Trump,Positive,.@ljcambria @realDonaldTrump Don't forget to vote for him! Especislly when he has to go Independent! #LULZ  #HUCKSTER #RNC #GOP #GOPDebate,
Donald Trump,Negative,"RT @Writeintrump: I not only made Hillary Clinton go to my wedding, but I also made her be my Best Man.  #GOPDebate",
Donald Trump,Negative,RT @FreedomTexasMom: My LOVE for @megynkelly died tonight at the #GOPDebate #FoxNews #TrumpCruz2016 #MakeAmericaGreatAgain,
Donald Trump,Negative,Does Trump not realize he's a complete joke or?? I feel as though he would have caught onto that by now #GOPDebate,
Donald Trump,Positive,"@realDonaldTrump to primary voters: ""Your chances look good for the general election. It'd be a shame if something happened..."" #GOPDebate",
Marco Rubio,Positive,RT @RickCanton: #TeamMarco - understands immigration better than anyone on stage. #GOPDebate http://t.co/ivvfCxpnN7,
Donald Trump,Neutral,"RT @seanhannity: .@realDonaldTrump: äóìWe need a leader at the top thatäó»s going to not worry so much about tone, thatäó»s going to get results.äó_",
Donald Trump,Negative,"Va. GOP leaders praise debate performances. Trump's, not so much. http://t.co/Ul5pgAq4UH #Election2016 #GOPDebate",
Donald Trump,Negative,"RT @coleasschneider: FYI, the real terror is Donald Trump's hair. #GOPDebate",
Donald Trump,Negative,RT äóì@TeaTraitors: #GOPDebate was still Clown Show! I'm glad Head Clown Trump helping destroy GOP. http://t.co/nwGx8G8JWräóù,
Donald Trump,Negative,When @realDonaldTrump hears what iSaid about him during TV interview on #gopdebate he'll call me a dog...Ruff ruff_ôÖè http://t.co/pyJ4HUhgjE,
Ted Cruz,Neutral,"RT @WayneDupreeShow: From earlier tonight on FB from @MarkLevinShow
#GOPDebate http://t.co/ilnovJU2a9",
Donald Trump,Neutral,"RT @DanScavino: #GOPDebate Time:
Trump 11:40
Bush 8:48
Kasich 6:52
Rubio 6:49
Carson 6:46
Cruz 6:46
Huckabee 6:42
Christie 6:24
Walker 5:45äó_",
Donald Trump,Negative,.@realDonaldTrump Shares Post Calling Megyn Kelly a 'Bimbo' Following Republican Debate | MRCTV http://t.co/ZaII5AQsii äó_ #GOPDebate,
Marco Rubio,Negative,"@NRO = jed + rubio 
(no thanks) 
@AlexConant @marcorubio #gopdebate",
Donald Trump,Positive,RT @DanScavino: #FoxNews #SanDiego - @realDonaldTrump clearly won the #GOPDebate. cc; @megynkelly @BretBaier http://t.co/Wvr3QHAmrH,
Donald Trump,Negative,Overall I'm disappointed by the #GOPDebate Trump was entertaining Carson killed it but spoke the least. Im not impressed with most answers.,
Ted Cruz,Positive,"RT @Gabby_Hoffman: Best @tedcruz line re #GOPDebate: ""I will fight to defend liberty because my family knows what it's like to lose it"" httäó_",
Ted Cruz,Positive,"RT @Tombx7M: Cruz had a great night.
#hannity #GOPDebate",
Donald Trump,Negative,"Trump has 5 companies that went bankrupt, and he wants to fix the U.S. Debt? 
#GOPDebate",
Ted Cruz,Positive,"Wouldn't this be refreshing?
@tedcruz @RealBenCarson #GOPDebate  #ThinkBeforeYouVote #Stand #WillNeverLie  https://t.co/Vgz4knFXK7",
Donald Trump,Positive,"RT @DanScavino: .@megynkelly,
Some results on how candidates did at #GOPDebate. #MakeAmericaGreatAgain #Trump2016 #KellyFailed http://t.co/äó_",
